,text,text1,text2,tag,tag1,tag2,score1,score2,num_text,num_text1,num_text2,sensitivity(0.6),sensitivity(0.6)(True Tag),sensitivity(0.6)(#text each Tag),precision(0.6),precision(0.6)(True Tag),precision(0.6)(above cutoff),sensitivity(0.7),sensitivity(0.7)(True Tag),sensitivity(0.7)(#text each Tag),precision(0.7),precision(0.7)(True Tag),precision(0.7)(above cutoff),sensitivity(0.8),sensitivity(0.8)(True Tag),sensitivity(0.8)(#text each Tag),precision(0.8),precision(0.8)(True Tag),precision(0.8)(above cutoff)
523,"""재택근무 증가에 가구 디자인 출원도 '활기'""","코로나에 집콕·재택근무 늘자 ""가구 바꾸자""…디자인 출원 급증",코로나 '집콕' 효과로 가구 디자인 출원도 활기,58,58,58,0.7077000141143799,0.9214348784342776,1717,527,526,33.33,4,12,100.0,4,4,8.33,1,12,100.0,1,1,0.0,0,12,0.0,0,0
524,"코로나 반사이익에 가구업계 '화창', 디자인 출원 활기",코로나 덕에 웃는 가구업계…디자인 출원도 활기,코로나19에 가구 업계 호황·디자인 출원 활기,58,58,58,0.7753999829292297,0.7213275142022504,1717,529,525,75.0,9,12,100.0,9,9,41.67,5,12,100.0,5,5,0.0,0,12,0.0,0,0
525,코로나19에 가구 업계 호황·디자인 출원 활기,코로나19 덕에 웃는 가구 업계…디자인 출원 활기,코로나19 덕에 웃는 가구 업계…디자인 출원 활기,58,58,58,0.9312999844551086,0.8643568432713028,1717,530,530,66.67,8,12,100.0,8,8,41.67,5,12,100.0,5,5,25.0,3,12,100.0,3,3
526,코로나 '집콕' 효과로 가구 디자인 출원도 활기,"코로나 반사이익에 가구업계 '화창', 디자인 출원 활기","""재택근무 증가에 가구 디자인 출원도 '활기'""",58,58,58,0.7493000030517578,0.9214348784342776,1717,524,523,66.67,8,12,100.0,8,8,33.33,4,12,100.0,4,4,0.0,0,12,0.0,0,0
527,"코로나에 집콕·재택근무 늘자 ""가구 바꾸자""…디자인 출원 급증",코로나 '집콕' 효과로 가구 디자인 출원도 활기,코로나19에 1년새 가구 디자인 출원 41% 증가,58,58,58,0.7486000061035156,0.8917931722103424,1717,526,522,50.0,6,12,100.0,6,6,25.0,3,12,100.0,3,3,0.0,0,12,0.0,0,0
528,"코로나 덕에 웃는 ‘가구 업계’, 디자인 출원도 ‘활기’",코로나 덕에 웃는 가구 업계…디자인 출원도 활기,코로나 덕에 웃는 가구 업계…디자인 출원도 활기,58,58,58,0.9336000084877014,1.0,1717,532,532,75.0,9,12,100.0,9,9,50.0,6,12,100.0,6,6,25.0,3,12,100.0,3,3
529,코로나 덕에 웃는 가구업계…디자인 출원도 활기,코로나 덕에 웃는 가구 업계…디자인 출원도 활기,"코로나 덕에 웃는 ‘가구 업계’, 디자인 출원도 ‘활기’",58,58,58,0.9951000213623047,0.8016877875723007,1717,532,528,66.67,8,12,100.0,8,8,58.33,7,12,100.0,7,7,33.33,4,12,100.0,4,4
530,코로나19 덕에 웃는 가구 업계…디자인 출원 활기,코로나19에 가구 업계 호황·디자인 출원 활기,코로나19에 가구 업계 호황·디자인 출원 활기,58,58,58,0.9312999844551086,0.8643568432713028,1717,525,525,66.67,8,12,100.0,8,8,41.67,5,12,100.0,5,5,41.67,5,12,100.0,5,5
531,"더 간결하게, 더 편하게, 더 예쁘게...코로나19 특수 가구 업계는 지금 '디자인 전쟁' 중",코로나19에 가구 업계 호황·디자인 출원 활기,"""재택근무 증가에 가구 디자인 출원도 '활기'""",58,58,58,0.5982999801635742,0.6948637418864437,1717,525,523,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
532,코로나 덕에 웃는 가구 업계…디자인 출원도 활기,코로나 덕에 웃는 가구업계…디자인 출원도 활기,"코로나 덕에 웃는 ‘가구 업계’, 디자인 출원도 ‘활기’",58,58,58,0.9951000213623047,1.0,1717,529,528,66.67,8,12,100.0,8,8,58.33,7,12,100.0,7,7,33.33,4,12,100.0,4,4
533,"롯데건설, 시흥시 은행2지구 등 1.7조원 수주…하반기 상승세","롯데건설, 시흥 은행2지구 등 하반기에만 1.7兆 수주","롯데건설, 시흥시 은행2지구 공동주택 개발사업 등 1.7조원 수주",59,59,59,0.8939999938011169,1.0,1717,536,535,40.0,6,15,100.0,6,6,26.67,4,15,100.0,4,4,20.0,3,15,100.0,3,3
534,"롯데건설, 7~8월 1조 7천억 규모 주택사업 수주","롯데건설, 7~8월 주택사업에서 1조7000억 수주","롯데건설, 최근 한달새 1조7000억 규모 주택사업 수주",59,59,59,0.9718999862670898,0.8711618285049215,1717,543,544,66.67,10,15,90.91,10,11,46.67,7,15,100.0,7,7,26.67,4,15,100.0,4,4
535,"롯데건설, 시흥시 은행2지구 공동주택 개발사업 등 1.7조원 수주","롯데건설, 시흥시 은행2지구 개발사업 등 1조7000억원 수주","롯데건설, 시흥시 은행2지구 등 1.7조원 수주…하반기 상승세",59,59,59,0.8507999777793884,1.0,1717,537,533,53.33,8,15,100.0,8,8,26.67,4,15,100.0,4,4,20.0,3,15,100.0,3,3
536,"롯데건설, 시흥 은행2지구 등 하반기에만 1.7兆 수주","롯데건설, 시흥시 은행2지구 등 1.7조원 수주…하반기 상승세","롯데건설, 시흥시 은행2지구 등 1.7조원 수주…하반기 상승세",59,59,59,0.8939999938011169,1.0,1717,533,533,40.0,6,15,100.0,6,6,26.67,4,15,100.0,4,4,26.67,4,15,100.0,4,4
537,"롯데건설, 시흥시 은행2지구 개발사업 등 1조7000억원 수주","롯데건설, 시흥시 은행2지구 공동주택 개발사업 등 1.7조원 수주","롯데건설, 시흥시 은행2지구 등 1.7조원 수주…하반기 상승세",59,59,59,0.8507999777793884,1.0,1717,535,533,60.0,9,15,100.0,9,9,20.0,3,15,100.0,3,3,13.33,2,15,100.0,2,2
538,"롯데건설, 7~8월 주택사업 1.7조 수주…""올해 목표 초과 달성 청신호""","롯데건설, 7~8월 공동주택사업 1.7조원 수주…""올해 목표 달성 청신호""","롯데건설, 7~8월 공동주택사업 1.7조원 수주…""올해 목표 달성 청신호""",59,59,59,0.9779000282287598,1.0,1717,547,547,66.67,10,15,100.0,10,10,53.33,8,15,100.0,8,8,13.33,2,15,100.0,2,2
539,"롯데건설, 하반기 1.7조 주택수주 성공···올해 목표 초과달성 기대","롯데건설, 7~8월 주택사업 1.7조 수주…""올해 목표 초과 달성 청신호""","롯데건설, 7~8월 주택사업 1.7조 수주…""올해 목표 초과 달성 청신호""",59,59,59,0.7807000279426575,0.6374268942587096,1717,538,538,46.67,7,15,100.0,7,7,20.0,3,15,100.0,3,3,0.0,0,15,0.0,0,0
540,"롯데건설, 시흥 은행2지구 등 7~8월 두 달 동안 '1.7조' 수주","롯데건설, 시흥시 은행2지구 등 1.7조원 수주…하반기 상승세","롯데건설, 7~8월 주택사업에서 1조7000억 수주",59,59,59,0.8205999732017517,0.8466534383425686,1717,533,543,73.33,11,15,100.0,11,11,33.33,5,15,100.0,5,5,13.33,2,15,100.0,2,2
541,"롯데건설, 7~8월 주택사업 수주액 1조7000억원…'호실적' 기대","롯데건설, 7~8월 주택사업에서 1조7000억 수주","롯데건설, 7~8월 주택사업에서 1조7000억 수주",59,59,59,0.9575999975204468,0.6372321991522717,1717,543,543,73.33,11,15,100.0,11,11,53.33,8,15,100.0,8,8,33.33,5,15,100.0,5,5
542,"롯데건설, 7~8월에만 1.7조원 수주…“올해 실적 청신호”","롯데건설, 7~8월 공동주택사업 1.7조원 수주…""올해 목표 달성 청신호""","롯데건설, 시흥시 은행2지구 등 1.7조원 수주…하반기 상승세",59,59,59,0.8666999936103821,0.8661043359249688,1717,547,533,73.33,11,15,100.0,11,11,40.0,6,15,100.0,6,6,13.33,2,15,100.0,2,2
543,"롯데건설, 7~8월 주택사업에서 1조7000억 수주","롯데건설, 7~8월 1조 7천억 규모 주택사업 수주","롯데건설, 7~8월 주택사업에서 1.7조원 수주",59,59,59,0.9718999862670898,1.0000000000000002,1717,534,545,66.67,10,15,100.0,10,10,46.67,7,15,100.0,7,7,33.33,5,15,100.0,5,5
544,"롯데건설, 최근 한달새 1조7000억 규모 주택사업 수주","롯데건설, 7~8월 주택사업에서 1조7000억 수주","롯데건설, 7~8월 1조 7천억 규모 주택사업 수주",59,59,59,0.8464000225067139,0.8711618285049215,1717,543,534,40.0,6,15,85.71,6,7,26.67,4,15,100.0,4,4,26.67,4,15,100.0,4,4
545,"롯데건설, 7~8월 주택사업에서 1.7조원 수주","롯데건설, 7~8월 주택사업에서 1조7000억 수주","롯데건설, 7~8월 주택사업에서 1조7000억 수주",59,59,59,0.8683000206947327,1.0000000000000002,1717,543,543,73.33,11,15,100.0,11,11,53.33,8,15,100.0,8,8,26.67,4,15,100.0,4,4
546,"롯데건설 ""하반기 주택 수주 청신호…두달간 1조7천억원""","롯데건설, 7~8월 주택사업 수주액 1조7000억원…'호실적' 기대","롯데건설, 시흥시 은행2지구 등 1.7조원 수주…하반기 상승세",59,59,59,0.8458999991416931,1.0,1717,541,533,66.67,10,15,90.91,10,11,46.67,7,15,100.0,7,7,20.0,3,15,100.0,3,3
547,"롯데건설, 7~8월 공동주택사업 1.7조원 수주…""올해 목표 달성 청신호""","롯데건설, 7~8월 주택사업 1.7조 수주…""올해 목표 초과 달성 청신호""","롯데건설, 7~8월 주택사업 1.7조 수주…""올해 목표 초과 달성 청신호""",59,59,59,0.9779000282287598,1.0,1717,538,538,66.67,10,15,100.0,10,10,53.33,8,15,100.0,8,8,20.0,3,15,100.0,3,3
548,이낙연 “ESG 경영하는 기업 물건 사는 'ESG 대통령' 되겠다”,대기업 CEO 총출동해 ESG 자문회의,"대한상공회의소, 中企에게 ESG 필요성 제안",60,60,21,0.7032999992370605,0.8965461631521111,1717,555,168,12.5,1,8,33.33,1,3,12.5,1,8,100.0,1,1,0.0,0,8,0.0,0,0
549,"롯데홈쇼핑, 'ESG위원회' 출범...외부 전문가 9명 구성","롯데홈쇼핑, 외부 전문가 참여한 ESG위원회 출범","롯데홈쇼핑, 외부 전문가 참여한 ESG위원회 출범",60,146,146,0.7980999946594238,0.7136739524699824,1717,1355,1355,12.5,1,8,25.0,1,4,12.5,1,8,25.0,1,4,0.0,0,8,0.0,0,0
550,"롯데홈쇼핑, 외부 전문가 참여 ESG위원회 출범","롯데홈쇼핑, 외부 전문가 참여한 ESG위원회 출범","""외부 전문가 참여 ESG위원회 출범""…롯데홈쇼핑, ESG 경영 박차",60,146,146,0.9984999895095825,0.8380692825424003,1717,1355,1353,12.5,1,8,25.0,1,4,12.5,1,8,25.0,1,4,0.0,0,8,0.0,0,3
551,"보험사, ESG 시대에 '위험관리자'로서의 역할 커진다","대한상의 ""中企 ESG 경영, 고용개선·감사체계 구축부터""","대한상공회의소, 中企에게 ESG 필요성 제안",60,146,21,0.5151000022888184,1.0,1717,1354,168,0.0,0,8,0.0,0,0,0.0,0,8,0.0,0,0,0.0,0,8,0.0,0,0
552,"[영상] '연회비 2천만원 ESG클럽'까지 돈벌이 나선 경제지, 보도 실상은?",'검사 사칭'… 보이스피싱으로 9000만원 가로챈 조직원 일당,몸 못 가눌 정도…美 삼킨 허리케인 ‘거대한 위력’ (영상),60,152,177,0.41499999165534973,0.7800348348236044,1717,1397,1637,0.0,0,8,0.0,0,0,0.0,0,8,0.0,0,0,0.0,0,8,0.0,0,0
553,"“ESG경영 실천, 우수인재 확보에 도움된다”","""중소기업 ESG경영, '고용관행 개선'부터 실천해야""",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,60,21,1,0.6647999882698059,0.0,1717,167,0,0.0,0,8,0.0,0,1,0.0,0,8,0.0,0,0,0.0,0,8,0.0,0,0
554,"‘같이 짓는 가치 추구’...포스코건설, ESG 실천 힘싣는다","""물가 올라도 공사비는 그대로""…공정위, 신태양건설 제재","대한상공회의소, 中企에게 ESG 필요성 제안",60,79,21,0.538100004196167,1.0,1717,728,168,0.0,0,8,0.0,0,0,0.0,0,8,0.0,0,0,0.0,0,8,0.0,0,0
555,대기업 CEO 총출동해 ESG 자문회의,이낙연 “ESG 경영하는 기업 물건 사는 'ESG 대통령' 되겠다”,"대한상공회의소, 中企에게 ESG 필요성 제안",60,60,21,0.7032999992370605,1.0,1717,548,168,12.5,1,8,100.0,1,1,12.5,1,8,100.0,1,1,0.0,0,8,0.0,0,0
556,"증상 있어도 비타민 먹고 치료거부…마스크 반대 운동 주도 미 남성, 코로나로 사망",'反마스크' 운동한 美남성 확진…비타민 먹고 버티다 사망,"마스크 반대 운동 벌이던 美 남성, 코로나19 치료 거부 후 사망",61,122,122,0.7807000279426575,0.8390230384843116,1717,1097,1092,0.0,0,4,0.0,0,3,0.0,0,4,0.0,0,2,0.0,0,4,0.0,0,0
557,마스크 반대 운동 주도한 美 남성 코로나로 숨져,‘마스크 반대 운동’ 주도한 美 남성 코로나로 숨져,마스크 반대 운동 주도한 미 텍사스 남성 코로나로 숨져,61,122,122,0.9401000142097473,0.9999999999999998,1717,1099,1095,50.0,2,4,20.0,2,10,50.0,2,4,25.0,2,8,25.0,1,4,33.33,1,3
558,마스크 반대운동 주도한 미 텍사스 남성 코로나로 숨져,마스크 반대 운동 주도한 미 텍사스 남성 코로나로 숨져,마스크 반대 운동 주도한 美 남성 코로나로 숨져,61,122,61,0.9958999752998352,0.8457204077181819,1717,1095,557,50.0,2,4,33.33,2,6,50.0,2,4,50.0,2,4,50.0,2,4,66.67,2,3
559,마스크 반대운동 주도하고 구충제 먹던 美 텍사스 男 코로나로 숨져,마스크 반대운동 주도한 미 텍사스 남성 코로나로 숨져,마스크 반대운동 주도한 미 텍사스 남성 코로나로 숨져,61,61,61,0.9176999926567078,0.7726161757747266,1717,558,558,50.0,2,4,33.33,2,6,50.0,2,4,66.67,2,3,25.0,1,4,50.0,1,2
560,"마스크 안쓰고 시비, 악성민원…경찰 ""'생활폭력' 집중단속""","경찰, 마스크 미착용 등 ‘생활 주변 폭력’ 집중단속","경찰, 마스크 착용시비·영업시간 관련 업무방해 집중단속",62,62,62,0.8971999883651733,1.0,1717,564,562,90.91,10,11,100.0,10,10,54.55,6,11,100.0,6,6,36.36,4,11,100.0,4,4
561,대중교통서 '노마스크'로 난동?…경찰 집중 단속에 나선다,"""노 마스크 꼼짝마"" 경찰, 집중 단속한다…대중교통 미착용 시비 1988건","경찰, '노마스크' 난동 등 생활 주변 폭력 집중 단속 나선다",62,62,62,0.7451000213623047,1.0000000000000002,1717,567,566,36.36,4,11,80.0,4,5,18.18,2,11,100.0,2,2,0.0,0,11,0.0,0,0
562,"경찰, 마스크 착용시비·영업시간 관련 업무방해 집중단속","경찰, '마스크 착용 시비' 등 반방역적 폭력 행위 집중 단속","마스크 안쓰고 시비, 악성민원…경찰 ""'생활폭력' 집중단속""",62,62,62,0.7531999945640564,1.0,1717,563,560,54.55,6,11,100.0,6,6,18.18,2,11,100.0,2,2,0.0,0,11,0.0,0,0
563,"경찰, '마스크 착용 시비' 등 반방역적 폭력 행위 집중 단속","경찰, 마스크 미착용 등 ‘생활 주변 폭력’ 집중단속","""노 마스크 꼼짝마"" 경찰, 집중 단속한다…대중교통 미착용 시비 1988건",62,62,62,0.9128999710083008,1.0000000000000002,1717,564,567,90.91,10,11,100.0,10,10,72.73,8,11,100.0,8,8,45.45,5,11,100.0,5,5
564,"경찰, 마스크 미착용 등 ‘생활 주변 폭력’ 집중단속","경찰, '마스크 착용 시비' 등 반방역적 폭력 행위 집중 단속","마스크 안쓰고 시비, 악성민원…경찰 ""'생활폭력' 집중단속""",62,62,62,0.9128999710083008,1.0,1717,563,560,81.82,9,11,100.0,9,9,63.64,7,11,100.0,7,7,36.36,4,11,100.0,4,4
565,"마스크 미착용 시비 등 '反방역' 사건 지속…경찰, 2개월간 '생활주변폭력' 단속","경찰, '마스크 미착용 시비' 등 2개월간 생활주변 폭력 집중 단속","'전자발찌 훼손' 성전과자 사건 대응 미흡 지적에…경찰 ""법적장치 마련""",62,62,113,0.926800012588501,0.5301637376032209,1717,569,1012,63.64,7,11,87.5,7,8,36.36,4,11,100.0,4,4,9.09,1,11,100.0,1,1
566,"경찰, '노마스크' 난동 등 생활 주변 폭력 집중 단속 나선다","경찰, 마스크 미착용 등 ‘생활 주변 폭력’ 집중단속",대중교통서 '노마스크'로 난동?…경찰 집중 단속에 나선다,62,62,62,0.8790000081062317,1.0000000000000002,1717,564,561,81.82,9,11,100.0,9,9,54.55,6,11,100.0,6,6,27.27,3,11,100.0,3,3
567,"""노 마스크 꼼짝마"" 경찰, 집중 단속한다…대중교통 미착용 시비 1988건",대중교통서 '노마스크'로 난동?…경찰 집중 단속에 나선다,"경찰, '마스크 착용 시비' 등 반방역적 폭력 행위 집중 단속",62,62,62,0.7451000213623047,1.0000000000000002,1717,561,563,72.73,8,11,100.0,8,8,9.09,1,11,100.0,1,1,0.0,0,11,0.0,0,0
568,"경찰, 反방역적 행위 등 악성폭력 집중단속","경찰, '마스크 착용 시비' 등 반방역적 폭력 행위 집중 단속","마스크 안쓰고 시비, 악성민원…경찰 ""'생활폭력' 집중단속""",62,62,62,0.8123000264167786,0.8347617936142327,1717,563,560,54.55,6,11,85.71,6,7,36.36,4,11,100.0,4,4,9.09,1,11,100.0,1,1
569,"경찰, '마스크 미착용 시비' 등 2개월간 생활주변 폭력 집중 단속","마스크 미착용 시비 등 '反방역' 사건 지속…경찰, 2개월간 '생활주변폭력' 단속","경찰, '마스크 착용 시비' 등 반방역적 폭력 행위 집중 단속",62,62,62,0.926800012588501,1.0000000000000002,1717,565,563,81.82,9,11,69.23,9,13,45.45,5,11,100.0,5,5,36.36,4,11,100.0,4,4
570,"경찰, 마스크 의무화 후 2000명 수사…""내달 집중단속""","경찰, '마스크 착용 시비' 등 반방역적 폭력 행위 집중 단속","마스크 안쓰고 시비, 악성민원…경찰 ""'생활폭력' 집중단속""",62,62,62,0.7057999968528748,0.8860671364074508,1717,563,560,72.73,8,11,100.0,8,8,9.09,1,11,100.0,1,1,0.0,0,11,0.0,0,0
571,강원도서 세계 첫 ‘메타버스 올림픽',"흥국생명, 생보사 최초 '메타버스 얼라이언스' 합류",“무대는 항상 특별… 새로운 세계 보여줄 것”,63,183,11,0.5429999828338623,0.7329783168261225,1717,1703,96,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
572,"[금융 돋보기] 민지야, 메타버스 시대야!",[커버스토리] 메타버스 올라타 '디지털 신세계' 가볼까,[커버스토리] 메타버스 올라타 '디지털 신세계' 가볼까,63,63,63,0.5020999908447266,1.0,1717,575,575,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
573,"신한금융투자, 국내 메타버스 관련주 투자하는 ETN 출시","신한금융투자, 메타버스 기초지수 ETN 신규 발행","[금융 돋보기] 민지야, 메타버스 시대야!",63,63,63,0.830299973487854,0.6127779233747819,1717,574,572,10.0,1,10,100.0,1,1,10.0,1,10,100.0,1,1,10.0,1,10,100.0,1,1
574,"신한금융투자, 메타버스 기초지수 ETN 신규 발행","신한금융투자, 국내 메타버스 관련주 투자하는 ETN 출시","[금융 돋보기] 민지야, 메타버스 시대야!",63,63,63,0.830299973487854,0.7576130365837181,1717,573,572,10.0,1,10,100.0,1,1,10.0,1,10,100.0,1,1,10.0,1,10,100.0,1,1
575,[커버스토리] 메타버스 올라타 '디지털 신세계' 가볼까,강원도서 세계 첫 ‘메타버스 올림픽',"[금융 돋보기] 민지야, 메타버스 시대야!",63,63,63,0.5138000249862671,1.0,1717,571,572,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
576,"[커버스토리] ""메타버스가 뭐냐""는 질문이 대입면접서 나온다면?",메타버스로 탄소중립·코로나극복 문제 풀어볼까?,바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,63,64,1,0.4975999891757965,0.0,1717,585,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
577,"울산시, 비대면 시대 ‘메타버스’로 소통·미래시장 선도",울산 북구 송정지구에 '스마트도시' 첫선,"[금융 돋보기] 민지야, 메타버스 시대야!",63,123,63,0.5953999757766724,1.0,1717,1105,572,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
